date,track,venue,state
2024-02-19,Cairns,Cairns,QLD
2024-02-20,Benalla,Benalla,VIC
2024-02-20,Townsville,Townsville,QLD
2024-02-21,Ipswich,Ipswich,QLD
2024-02-21,Sandown-Lakeside,Sandown,VIC
2024-02-21,Strathalbyn,Strathalbyn,SA
2024-02-22,Kilcoy,Kilcoy,QLD
2024-02-22,Pakenham,Pakenham,VIC
2024-02-22,Stawell,Stawell,VIC
2024-02-23,Bordertown,Bordertown,SA
2024-02-23,Mackay,Mackay,QLD
2024-02-23,Moonee Valley,Moonee Valley,VIC
2024-02-23,Terang,Terang,VIC
2024-02-24,Caulfield,Caulfield,VIC
2024-02-24,Dederang,Dederang,VIC
2024-02-24,Doomben,Doomben,QLD
2024-02-24,Gold Coast Poly,Gold Coast,QLD
2024-02-24,Goondiwindi,Goondiwindi,QLD
2024-02-24,Morphettville,Morphettville,SA
2024-02-24,Mt Isa,Mt Isa,QLD
2024-02-24,Rockhampton,Rockhampton,QLD
2024-02-24,Toowoomba,Toowoomba,QLD
2024-02-24,Yarra Glen,Yarra Glen,VIC
2024-02-25,Ballarat,Ballarat,VIC
2024-02-25,Lock,Lock,SA
2024-02-25,Moe,Moe,VIC
2024-02-25,Sunshine Coast,Sunshine Coast,QLD
2024-02-26,Thangool,Thangool,QLD
2024-02-27,Bendigo,Bendigo,VIC
2024-02-27,Townsville,Townsville,QLD
2024-02-28,Doomben,Doomben,QLD
2024-02-28,Gawler,Gawler,SA
2024-02-28,Sandown-Hillside,Sandown,VIC
2024-02-29,Ararat,Ararat,VIC
2024-02-29,Ipswich,Ipswich,QLD
2024-02-29,Pakenham,Pakenham,VIC
2024-03-01,Moonee Valley,Moonee Valley,VIC
2024-03-01,Port Lincoln,Port Lincoln,SA
2024-03-01,Sunshine Coast Poly,Sunshine Coast,QLD
2024-03-02,Charleville,Charleville,QLD
2024-03-02,Dalby,Dalby,QLD
2024-03-02,Eagle Farm,Eagle Farm,QLD
2024-03-02,Flemington,Flemington,VIC
2024-03-02,Gold Coast Poly,Gold Coast,QLD
2024-03-02,Gympie,Gympie,QLD
2024-03-02,Morphettville Parks,Morphettville,SA
2024-03-02,Wangaratta,Wangaratta,VIC
2024-03-03,Cairns,Cairns,QLD
2024-03-03,Colac,Colac,VIC
2024-03-03,Pakenham,Pakenham,VIC
2024-03-05,Terang,Terang,VIC
2024-03-05,Townsville,Townsville,QLD
2024-03-06,Balaklava,Balaklava,SA
2024-03-06,Doomben,Doomben,QLD
2024-03-06,Sandown-Hillside,Sandown,VIC
2024-03-07,Kyneton,Kyneton,VIC
2024-03-07,Pakenham,Pakenham,VIC
2024-03-08,Ararat,Ararat,VIC
2024-03-08,Moonee Valley,Moonee Valley,VIC
2024-03-08,Rockhampton,Rockhampton,QLD
2024-03-09,Barcaldine,Barcaldine,QLD
2024-03-09,Esk,Esk,QLD
2024-03-09,Flemington,Flemington,VIC
2024-03-09,Gold Coast,Gold Coast,QLD
2024-03-09,Hinnomunjie,Hinnomunjie,VIC
2024-03-09,Ipswich,Ipswich,QLD
2024-03-09,Mt Isa,Mt Isa,QLD
2024-03-09,Murray Bridge GH,Murray Bridge GH,SA
2024-03-09,Springsure,Springsure,QLD
2024-03-09,Toowoomba,Toowoomba,QLD
2024-03-09,Towong,Towong,VIC
2024-03-09,Wandoan,Wandoan,QLD
2024-03-10,Balnarring,Balnarring,VIC
2024-03-10,Clare,Clare,SA
2024-03-10,Echuca,Echuca,VIC
2024-03-10,Stony Creek,Stony Creek,VIC
2024-03-10,Sunshine Coast Poly,Sunshine Coast,QLD
2024-03-11,Ballarat,Ballarat,VIC
2024-03-11,Mackay,Mackay,QLD
2024-03-11,Morphettville,Morphettville,SA
2024-03-12,Warrnambool,Warrnambool,VIC
2024-03-12,Warwick,Warwick,QLD
2024-03-13,Caulfield Heath,Caulfield,VIC
2024-03-13,Doomben,Doomben,QLD
2024-03-13,Strathalbyn,Strathalbyn,SA
2024-03-14,Beaudesert,Beaudesert,QLD
2024-03-14,Bendigo,Bendigo,VIC
2024-03-14,Cranbourne,Cranbourne,VIC
2024-03-15,Pakenham,Pakenham,VIC
2024-03-15,Sunshine Coast Poly,Sunshine Coast,QLD
2024-03-15,Townsville,Townsville,QLD
2024-03-16,Alexandra,Alexandra,VIC
2024-03-16,Bundaberg,Bundaberg,QLD
2024-03-16,Caulfield,Caulfield,VIC
2024-03-16,Eagle Farm,Eagle Farm,QLD
2024-03-16,Geelong,Geelong,VIC
2024-03-16,Ipswich,Ipswich,QLD
2024-03-16,Longreach,Longreach,QLD
2024-03-16,Mareeba,Mareeba,QLD
2024-03-16,Morphettville Parks,Morphettville,SA
2024-03-16,Rockhampton,Rockhampton,QLD
2024-03-16,Toowoomba,Toowoomba,QLD
2024-03-17,Gatton,Gatton,QLD
2024-03-17,Port Lincoln,Port Lincoln,SA
2024-03-17,Swan Hill,Swan Hill,VIC
2024-03-17,Yarra Glen,Yarra Glen,VIC
2024-03-18,Chinchilla,Chinchilla,QLD
2024-03-19,Kyneton,Kyneton,VIC
2024-03-19,Mackay,Mackay,QLD
2024-03-20,Doomben,Doomben,QLD
2024-03-20,Murray Bridge GH,Murray Bridge GH,SA
2024-03-20,Sandown-Hillside,Sandown,VIC
2024-03-21,Bendigo,Bendigo,VIC
2024-03-21,Ipswich,Ipswich,QLD
2024-03-21,Pakenham,Pakenham,VIC
2024-03-22,Cranbourne,Cranbourne,VIC
2024-03-22,Horsham,Horsham,VIC
2024-03-22,Mt Gambier,Mt Gambier,SA
2024-03-22,Townsville,Townsville,QLD
2024-03-23,Benalla,Benalla,VIC
2024-03-23,Eagle Farm,Eagle Farm,QLD
2024-03-23,Gold Coast Poly,Gold Coast,QLD
2024-03-23,Healesville,Healesville,VIC
2024-03-23,Monto,Monto,QLD
2024-03-23,Moonee Valley,Moonee Valley,VIC
2024-03-23,Moranbah,Moranbah,QLD
2024-03-23,Morphettville,Morphettville,SA
2024-03-23,Roma,Roma,QLD
2024-03-23,Streaky Bay,Streaky Bay,SA
2024-03-23,Toowoomba,Toowoomba,QLD
2024-03-24,Bairnsdale,Bairnsdale,VIC
2024-03-24,Ballarat,Ballarat,VIC
2024-03-24,Sunshine Coast Poly,Sunshine Coast,QLD
2024-03-25,Warrnambool,Warrnambool,VIC
2024-03-26,Geelong,Geelong,VIC
2024-03-26,Rockhampton,Rockhampton,QLD
2024-03-27,Sandown-Lakeside,Sandown,VIC
2024-03-27,Strathalbyn,Strathalbyn,SA
2024-03-28,Pakenham,Pakenham,VIC
2024-03-28,Toowoomba,Toowoomba,QLD
2024-03-29,Cranbourne,Cranbourne,VIC
2024-03-29,Yarra Glen,Yarra Glen,VIC
2024-03-30,Balnarring,Balnarring,VIC
2024-03-30,Barcaldine,Barcaldine,QLD
2024-03-30,Beaudesert,Beaudesert,QLD
2024-03-30,Clare,Clare,SA
2024-03-30,Emerald,Emerald,QLD
2024-03-30,Flemington,Flemington,VIC
2024-03-30,Gatton,Gatton,QLD
2024-03-30,Gladstone,Gladstone,QLD
2024-03-30,Kerang,Kerang,VIC
2024-03-30,Nanango,Nanango,QLD
2024-03-30,Oakbank,Oakbank,SA
2024-03-30,Roma,Roma,QLD
2024-03-30,Warracknabeal,Warracknabeal,VIC
2024-03-31,Mornington,Mornington,VIC
2024-03-31,Penola,Penola,SA
2024-03-31,Stawell,Stawell,VIC
2024-03-31,Sunshine Coast Poly,Sunshine Coast,QLD
2024-03-31,Swifts Creek,Swifts Creek,VIC
2024-04-01,Ipswich,Ipswich,QLD
2024-04-01,Oakbank,Oakbank,SA
2024-04-01,Sandown-Lakeside,Sandown,VIC
2024-04-02,Geelong,Geelong,VIC
2024-04-02,Warwick,Warwick,QLD
2024-04-03,Ballarat,Ballarat,VIC
2024-04-03,Doomben,Doomben,QLD
2024-04-03,Murray Bridge GH,Murray Bridge GH,SA
2024-04-04,Pakenham,Pakenham,VIC
2024-04-04,Townsville,Townsville,QLD
2024-04-05,Benalla,Benalla,VIC
2024-04-05,Cranbourne,Cranbourne,VIC
2024-04-05,Rockhampton,Rockhampton,QLD
2024-04-06,Avoca,Avoca,VIC
2024-04-06,Caulfield,Caulfield,VIC
2024-04-06,Eagle Farm,Eagle Farm,QLD
2024-04-06,Gold Coast Poly,Gold Coast,QLD
2024-04-06,Home Hill,Home Hill,QLD
2024-04-06,Morphettville Parks,Morphettville,SA
2024-04-06,Toowoomba,Toowoomba,QLD
2024-04-06,Winton,Winton,QLD
2024-04-07,Ballarat,Ballarat,VIC
2024-04-07,Ballarat Synthetic,Ballarat,VIC
2024-04-07,Mareeba,Mareeba,QLD
2024-04-07,Port Lincoln,Port Lincoln,SA
2024-04-07,Sunshine Coast Poly,Sunshine Coast,QLD
2024-04-08,Echuca,Echuca,VIC
2024-04-08,Longreach,Longreach,QLD
2024-04-09,Cairns,Cairns,QLD
2024-04-09,Swan Hill,Swan Hill,VIC
2024-04-10,Gawler,Gawler,SA
2024-04-10,Ipswich,Ipswich,QLD
2024-04-10,Sandown-Lakeside,Sandown,VIC
2024-04-11,Kyneton,Kyneton,VIC
2024-04-11,Pakenham,Pakenham,VIC
2024-04-12,Cranbourne,Cranbourne,VIC
2024-04-12,Geelong,Geelong,VIC
2024-04-12,Mackay,Mackay,QLD
2024-04-12,Sunshine Coast,Sunshine Coast,QLD
2024-04-13,Ararat,Ararat,VIC
2024-04-13,Bendigo,Bendigo,VIC
2024-04-13,Cunnamulla,Cunnamulla,QLD
2024-04-13,Doomben,Doomben,QLD
2024-04-13,Gold Coast Poly,Gold Coast,QLD
2024-04-13,Goondiwindi,Goondiwindi,QLD
2024-04-13,Gympie,Gympie,QLD
2024-04-13,Maxwelton,Maxwelton,QLD
2024-04-13,Morphettville,Morphettville,SA
2024-04-13,Thangool,Thangool,QLD
2024-04-13,Toowoomba,Toowoomba,QLD
2024-04-13,Townsville,Townsville,QLD
2024-04-14,Bordertown,Bordertown,SA
2024-04-14,Pakenham,Pakenham,VIC
2024-04-14,Sunshine Coast,Sunshine Coast,QLD
2024-04-14,Terang,Terang,VIC
2024-04-15,Bairnsdale,Bairnsdale,VIC
2024-04-16,Ballarat,Ballarat,VIC
2024-04-17,Balaklava,Balaklava,SA
2024-04-17,Caulfield Heath,Caulfield,VIC
2024-04-17,Doomben,Doomben,QLD
2024-04-18,Pakenham,Pakenham,VIC
2024-04-18,Rockhampton,Rockhampton,QLD
2024-04-19,Cranbourne,Cranbourne,VIC
2024-04-19,Gatton,Gatton,QLD
2024-04-19,Seymour,Seymour,VIC
2024-04-20,Blackall,Blackall,QLD
2024-04-20,Bowen,Bowen,QLD
2024-04-20,Dalby,Dalby,QLD
2024-04-20,Eagle Farm,Eagle Farm,QLD
2024-04-20,Gold Coast Poly,Gold Coast,QLD
2024-04-20,Horsham,Horsham,VIC
2024-04-20,Julia Creek,Julia Creek,QLD
2024-04-20,Mornington,Mornington,VIC
2024-04-20,Morphettville Parks,Morphettville,SA
2024-04-21,Bendigo,Bendigo,VIC
2024-04-21,Port Augusta,Port Augusta,SA
2024-04-22,Cairns,Cairns,QLD
2024-04-22,Mildura,Mildura,VIC
2024-04-23,Sale,Sale,VIC
2024-04-23,Townsville,Townsville,QLD
2024-04-24,Geelong,Geelong,VIC
2024-04-24,Ipswich,Ipswich,QLD
2024-04-24,Mt Gambier,Mt Gambier,SA
2024-04-25,Beaudesert,Beaudesert,QLD
2024-04-25,Cunnamulla,Cunnamulla,QLD
2024-04-25,Flemington,Flemington,VIC
2024-04-25,Gawler,Gawler,SA
2024-04-25,Moe,Moe,VIC
2024-04-25,Sunshine Coast,Sunshine Coast,QLD
2024-04-25,Wondai,Wondai,QLD
2024-04-26,Ararat,Ararat,VIC
2024-04-26,Cranbourne,Cranbourne,VIC
2024-04-26,Mackay,Mackay,QLD
2024-04-27,Caulfield,Caulfield,VIC
2024-04-27,Eagle Farm,Eagle Farm,QLD
2024-04-27,Gold Coast Poly,Gold Coast,QLD
2024-04-27,Kyneton,Kyneton,VIC
2024-04-27,Longreach,Longreach,QLD
2024-04-27,Mareeba,Mareeba,QLD
2024-04-27,Morphettville,Morphettville,SA
2024-04-27,Mt Isa,Mt Isa,QLD
2024-04-27,Toowoomba,Toowoomba,QLD
2024-04-28,Ballarat,Ballarat,VIC
2024-04-28,Rockhampton,Rockhampton,QLD
2024-04-28,Strathalbyn,Strathalbyn,SA
2024-04-29,Mornington,Mornington,VIC
2024-04-29,Thangool,Thangool,QLD
2024-04-30,Townsville,Townsville,QLD
2024-04-30,Warrnambool,Warrnambool,VIC
2024-05-01,Ipswich,Ipswich,QLD
2024-05-01,Murray Bridge GH,Murray Bridge GH,SA
2024-05-01,Warrnambool,Warrnambool,VIC
2024-05-02,Rockhampton,Rockhampton,QLD
2024-05-02,Warrnambool,Warrnambool,VIC
2024-05-03,Cranbourne,Cranbourne,VIC
2024-05-03,Echuca,Echuca,VIC
2024-05-03,Kilcoy,Kilcoy,QLD
2024-05-03,Mt Garnet,Mt Garnet,QLD
2024-05-04,Barcaldine,Barcaldine,QLD
2024-05-04,Beaudesert,Beaudesert,QLD
2024-05-04,Caulfield,Caulfield,VIC
2024-05-04,Eagle Farm,Eagle Farm,QLD
2024-05-04,Gregory Downs,Gregory Downs,QLD
2024-05-04,Horsham,Horsham,VIC
2024-05-04,Jandowae,Jandowae,QLD
2024-05-04,Morphettville,Morphettville,SA
2024-05-04,Mt Garnet,Mt Garnet,QLD
2024-05-04,Toowoomba,Toowoomba,QLD
2024-05-05,Port Augusta,Port Augusta,SA
2024-05-05,Sale,Sale,VIC
2024-05-05,Sunshine Coast Poly,Sunshine Coast,QLD
2024-05-06,Ipswich,Ipswich,QLD
2024-05-06,Werribee,Werribee,VIC
2024-05-07,Benalla,Benalla,VIC
2024-05-07,Townsville,Townsville,QLD
2024-05-08,Eagle Farm,Eagle Farm,QLD
2024-05-08,Gawler,Gawler,SA
2024-05-08,Sandown-Hillside,Sandown,VIC
2024-05-09,Kyneton,Kyneton,VIC
2024-05-09,Pakenham,Pakenham,VIC
2024-05-09,Warwick,Warwick,QLD
2024-05-10,Bordertown,Bordertown,SA
2024-05-10,Cranbourne,Cranbourne,VIC
2024-05-10,Gatton,Gatton,QLD
2024-05-10,Geelong,Geelong,VIC
2024-05-11,Burrandowan,Burrandowan,QLD
2024-05-11,Calliope,Calliope,QLD
2024-05-11,Caulfield,Caulfield,VIC
2024-05-11,Donald,Donald,VIC
2024-05-11,Ipswich,Ipswich,QLD
2024-05-11,Mackay,Mackay,QLD
2024-05-11,Morphettville,Morphettville,SA
2024-05-11,Mt Isa,Mt Isa,QLD
2024-05-11,Quilpie,Quilpie,QLD
2024-05-11,Sunshine Coast,Sunshine Coast,QLD
2024-05-11,Toowoomba,Toowoomba,QLD
2024-05-12,Ballarat,Ballarat,VIC
2024-05-12,Charters Towers,Charters Towers,QLD
2024-05-12,Longreach,Longreach,QLD
2024-05-12,Sunshine Coast Poly,Sunshine Coast,QLD
2024-05-13,Mornington,Mornington,VIC
2024-05-14,Moe,Moe,VIC
2024-05-14,Rockhampton,Rockhampton,QLD
2024-05-15,Ipswich,Ipswich,QLD
2024-05-15,Murray Bridge GH,Murray Bridge GH,SA
2024-05-15,Sandown-Hillside,Sandown,VIC
2024-05-16,Pakenham,Pakenham,VIC
2024-05-16,Wangaratta,Wangaratta,VIC
2024-05-17,Cranbourne,Cranbourne,VIC
2024-05-17,Port Augusta,Port Augusta,SA
2024-05-17,Townsville,Townsville,QLD
2024-05-17,Werribee,Werribee,VIC
2024-05-18,Charleville,Charleville,QLD
2024-05-18,Doomben,Doomben,QLD
2024-05-18,Echuca,Echuca,VIC
2024-05-18,Emerald,Emerald,QLD
2024-05-18,Esk,Esk,QLD
2024-05-18,Flemington,Flemington,VIC
2024-05-18,Gold Coast Poly,Gold Coast,QLD
2024-05-18,Home Hill,Home Hill,QLD
2024-05-18,Hughenden,Hughenden,QLD
2024-05-18,Morphettville Parks,Morphettville,SA
2024-05-18,Toowoomba,Toowoomba,QLD
2024-05-19,Casterton,Casterton,VIC
2024-05-19,Sale,Sale,VIC
2024-05-19,Strathalbyn,Strathalbyn,SA
2024-05-19,Sunshine Coast,Sunshine Coast,QLD
2024-05-20,Chinchilla,Chinchilla,QLD
2024-05-20,Stawell,Stawell,VIC
2024-05-21,Ballarat Synthetic,Ballarat,VIC
2024-05-21,Warwick,Warwick,QLD
2024-05-22,Balaklava,Balaklava,SA
2024-05-22,Bendigo,Bendigo,VIC
2024-05-22,Ipswich,Ipswich,QLD
2024-05-23,Pakenham,Pakenham,VIC
2024-05-23,Rockhampton,Rockhampton,QLD
2024-05-23,Tatura,Tatura,VIC
2024-05-24,Cranbourne,Cranbourne,VIC
2024-05-24,Gatton,Gatton,QLD
2024-05-24,Geelong,Geelong,VIC
2024-05-25,Doomben,Doomben,QLD
2024-05-25,Gladstone,Gladstone,QLD
2024-05-25,Gold Coast Poly,Gold Coast,QLD
2024-05-25,Hawker,Hawker,SA
2024-05-25,Longreach,Longreach,QLD
2024-05-25,Mt Isa,Mt Isa,QLD
2024-05-25,Murray Bridge GH,Murray Bridge GH,SA
2024-05-25,Sandown-Hillside,Sandown,VIC
2024-05-25,Toowoomba,Toowoomba,QLD
2024-05-25,Townsville,Townsville,QLD
2024-05-25,Wodonga,Wodonga,VIC
2024-05-26,Ballarat,Ballarat,VIC
2024-05-26,Mareeba,Mareeba,QLD
2024-05-26,Mildura,Mildura,VIC
2024-05-26,Mt Gambier,Mt Gambier,SA
2024-05-26,Sunshine Coast,Sunshine Coast,QLD
2024-05-27,Mackay,Mackay,QLD
2024-05-27,Mornington,Mornington,VIC
2024-05-28,Ballarat Synthetic,Ballarat,VIC
2024-05-29,Doomben,Doomben,QLD
2024-05-29,Sale,Sale,VIC
2024-05-29,Strathalbyn,Strathalbyn,SA
2024-05-30,Hamilton,Hamilton,VIC
2024-05-30,Ipswich,Ipswich,QLD
2024-05-30,Pakenham,Pakenham,VIC
2024-05-31,Cranbourne,Cranbourne,VIC
2024-05-31,Port Augusta,Port Augusta,SA
2024-05-31,Rockhampton,Rockhampton,QLD
2024-05-31,Seymour,Seymour,VIC
2024-05-31,Sunshine Coast,Sunshine Coast,QLD
2024-06-01,Beaudesert,Beaudesert,QLD
2024-06-01,Bowen,Bowen,QLD
2024-06-01,Cairns,Cairns,QLD
2024-06-01,Caulfield,Caulfield,VIC
2024-06-01,Eagle Farm,Eagle Farm,QLD
2024-06-01,Goondiwindi,Goondiwindi,QLD
2024-06-01,Morphettville,Morphettville,SA
2024-06-01,Toowoomba,Toowoomba,QLD
2024-06-01,Werribee,Werribee,VIC
2024-06-02,Kilcoy,Kilcoy,QLD
2024-06-02,Mt Isa,Mt Isa,QLD
2024-06-02,Penola,Penola,SA
2024-06-02,Sandown-Lakeside,Sandown,VIC
2024-06-02,Wangaratta,Wangaratta,VIC
2024-06-03,Moe,Moe,VIC
2024-06-03,Thangool,Thangool,QLD
2024-06-04,Bendigo,Bendigo,VIC
2024-06-04,Dalby,Dalby,QLD
2024-06-05,Balaklava,Balaklava,SA
2024-06-05,Doomben,Doomben,QLD
2024-06-05,Sandown-Lakeside,Sandown,VIC
2024-06-06,Geelong,Geelong,VIC
2024-06-06,Mackay,Mackay,QLD
2024-06-07,Ipswich,Ipswich,QLD
2024-06-07,Swan Hill,Swan Hill,VIC
2024-06-08,Barcaldine,Barcaldine,QLD
2024-06-08,Eagle Farm,Eagle Farm,QLD
2024-06-08,Flemington,Flemington,VIC
2024-06-08,Gayndah,Gayndah,QLD
2024-06-08,Gold Coast Poly,Gold Coast,QLD
2024-06-08,Injune,Injune,QLD
2024-06-08,Moranbah,Moranbah,QLD
2024-06-08,Morphettville Parks,Morphettville,SA
2024-06-08,Mt Isa,Mt Isa,QLD
2024-06-08,Swan Hill,Swan Hill,VIC
2024-06-08,Toowoomba,Toowoomba,QLD
2024-06-08,Townsville,Townsville,QLD
2024-06-09,Edenhope,Edenhope,VIC
2024-06-09,Port Augusta,Port Augusta,SA
2024-06-09,Sunshine Coast,Sunshine Coast,QLD
2024-06-09,Swan Hill,Swan Hill,VIC
2024-06-10,Cairns,Cairns,QLD
2024-06-10,Gawler,Gawler,SA
2024-06-10,Mornington,Mornington,VIC
2024-06-11,Gatton,Gatton,QLD
2024-06-11,Sale,Sale,VIC
2024-06-12,Ballarat,Ballarat,VIC
2024-06-12,Doomben,Doomben,QLD
2024-06-12,Mt Gambier,Mt Gambier,SA
2024-06-13,Echuca,Echuca,VIC
2024-06-13,Townsville,Townsville,QLD
2024-06-14,Ballarat Synthetic,Ballarat,VIC
2024-06-14,Sunshine Coast,Sunshine Coast,QLD
2024-06-15,Atherton,Atherton,QLD
2024-06-15,Bendigo,Bendigo,VIC
2024-06-15,Cunnamulla,Cunnamulla,QLD
2024-06-15,Eagle Farm,Eagle Farm,QLD
2024-06-15,Gold Coast Poly,Gold Coast,QLD
2024-06-15,Gympie,Gympie,QLD
2024-06-15,Longreach,Longreach,QLD
2024-06-15,Murray Bridge GH,Murray Bridge GH,SA
2024-06-15,Richmond,Richmond,QLD
2024-06-15,Rockhampton,Rockhampton,QLD
2024-06-15,Sandown-Hillside,Sandown,VIC
2024-06-15,Toowoomba,Toowoomba,QLD
2024-06-15,Warwick,Warwick,QLD
2024-06-16,Moe,Moe,VIC
2024-06-16,Seymour,Seymour,VIC
2024-06-16,Sunshine Coast,Sunshine Coast,QLD
2024-06-17,Pakenham Synthetic,Pakenham,VIC
2024-06-18,Ballarat Synthetic,Ballarat,VIC
2024-06-18,Mackay,Mackay,QLD
2024-06-19,Balaklava,Balaklava,SA
2024-06-19,Doomben,Doomben,QLD
2024-06-19,Sandown-Hillside,Sandown,VIC
2024-06-20,Gatton,Gatton,QLD
2024-06-20,Wangaratta,Wangaratta,VIC
2024-06-21,Geelong,Geelong,VIC
2024-06-21,Kilcoy,Kilcoy,QLD
2024-06-22,Clermont,Clermont,QLD
2024-06-22,Donald,Donald,VIC
2024-06-22,Flemington,Flemington,VIC
2024-06-22,Gold Coast Poly,Gold Coast,QLD
2024-06-22,Innisfail,Innisfail,QLD
2024-06-22,Ipswich,Ipswich,QLD
2024-06-22,McKinlay,McKinlay,QLD
2024-06-22,Morphettville,Morphettville,SA
2024-06-22,Roma,Roma,QLD
2024-06-22,Toowoomba,Toowoomba,QLD
2024-06-23,Cranbourne,Cranbourne,VIC
2024-06-23,Port Augusta,Port Augusta,SA
2024-06-23,Townsville,Townsville,QLD
2024-06-23,Warrnambool,Warrnambool,VIC
2024-06-24,Pakenham Synthetic,Pakenham,VIC
2024-06-25,Ballarat Synthetic,Ballarat,VIC
2024-06-26,Doomben,Doomben,QLD
2024-06-26,Gawler,Gawler,SA
2024-06-26,Sale,Sale,VIC
2024-06-27,Bendigo,Bendigo,VIC
2024-06-27,Dalby,Dalby,QLD
2024-06-28,Ballarat Synthetic,Ballarat,VIC
2024-06-28,Warracknabeal,Warracknabeal,VIC
2024-06-29,Alpha,Alpha,QLD
2024-06-29,Caulfield,Caulfield,VIC
2024-06-29,Eagle Farm,Eagle Farm,QLD
2024-06-29,Gatton,Gatton,QLD
2024-06-29,Gladstone,Gladstone,QLD
2024-06-29,Gold Coast Poly,Gold Coast,QLD
2024-06-29,Home Hill,Home Hill,QLD
2024-06-29,Laura,Laura,QLD
2024-06-29,Morphettville Parks,Morphettville,SA
2024-06-29,Mt Isa,Mt Isa,QLD
2024-06-29,Wodonga,Wodonga,VIC
2024-06-30,Ballarat,Ballarat,VIC
2024-06-30,Casterton,Casterton,VIC
2024-06-30,Rockhampton,Rockhampton,QLD
2024-07-01,Pakenham Synthetic,Pakenham,VIC
2024-07-01,Warwick,Warwick,QLD
2024-07-02,Seymour,Seymour,VIC
2024-07-02,Townsville,Townsville,QLD
2024-07-03,Eagle Farm,Eagle Farm,QLD
2024-07-03,Murray Bridge GH,Murray Bridge GH,SA
2024-07-03,Sandown-Hillside,Sandown,VIC
2024-07-04,Mackay,Mackay,QLD
2024-07-04,Sale,Sale,VIC
2024-07-05,Ballarat Synthetic,Ballarat,VIC
2024-07-05,Ipswich,Ipswich,QLD
2024-07-05,Oak Park,Oak Park,QLD
2024-07-06,Beaudesert,Beaudesert,QLD
2024-07-06,Bluff,Bluff,QLD
2024-07-06,Charleville,Charleville,QLD
2024-07-06,Flemington,Flemington,VIC
2024-07-06,Gawler,Gawler,SA
2024-07-06,Hughenden,Hughenden,QLD
2024-07-06,Oak Park,Oak Park,QLD
2024-07-06,Sunshine Coast,Sunshine Coast,QLD
2024-07-06,Toowoomba,Toowoomba,QLD
2024-07-06,Wangaratta,Wangaratta,VIC
2024-07-07,Townsville,Townsville,QLD
2024-07-07,Warrnambool,Warrnambool,VIC
2024-07-08,Barcaldine,Barcaldine,QLD
2024-07-08,Pakenham Synthetic,Pakenham,VIC
2024-07-09,Ballarat Synthetic,Ballarat,VIC
2024-07-09,Kilcoy,Kilcoy,QLD
2024-07-10,Eagle Farm,Eagle Farm,QLD
2024-07-10,Mt Gambier,Mt Gambier,SA
2024-07-10,Sandown-Lakeside,Sandown,VIC
2024-07-11,Bendigo,Bendigo,VIC
2024-07-11,Ipswich,Ipswich,QLD
2024-07-12,Geelong,Geelong,VIC
2024-07-12,Moe,Moe,VIC
2024-07-12,Rockhampton,Rockhampton,QLD
2024-07-13,Caulfield,Caulfield,VIC
2024-07-13,Doomben,Doomben,QLD
2024-07-13,Esk,Esk,QLD
2024-07-13,Gold Coast Poly,Gold Coast,QLD
2024-07-13,Ilfracombe,Ilfracombe,QLD
2024-07-13,Murray Bridge GH,Murray Bridge GH,SA
2024-07-13,Rockhampton,Rockhampton,QLD
2024-07-13,Roma,Roma,QLD
2024-07-13,Toowoomba,Toowoomba,QLD
2024-07-13,Warracknabeal,Warracknabeal,VIC
2024-07-14,Ballarat Synthetic,Ballarat,VIC
2024-07-14,Sunshine Coast,Sunshine Coast,QLD
2024-07-14,Wodonga,Wodonga,VIC
2024-07-15,Mt Isa,Mt Isa,QLD
2024-07-15,Pakenham Synthetic,Pakenham,VIC
2024-07-16,Ballarat Synthetic,Ballarat,VIC
2024-07-17,Doomben,Doomben,QLD
2024-07-17,Gawler,Gawler,SA
2024-07-17,Sandown-Lakeside,Sandown,VIC
2024-07-18,Cairns,Cairns,QLD
2024-07-18,Pakenham Synthetic,Pakenham,VIC
2024-07-19,Ipswich,Ipswich,QLD
2024-07-19,Mildura,Mildura,VIC
2024-07-20,Eagle Farm,Eagle Farm,QLD
2024-07-20,Flemington,Flemington,VIC
2024-07-20,Gold Coast Poly,Gold Coast,QLD
2024-07-20,Goondiwindi,Goondiwindi,QLD
2024-07-20,Gympie,Gympie,QLD
2024-07-20,Hughenden,Hughenden,QLD
2024-07-20,Mildura,Mildura,VIC
2024-07-20,Morphettville Parks,Morphettville,SA
2024-07-20,Thangool,Thangool,QLD
2024-07-20,Toowoomba,Toowoomba,QLD
2024-07-20,Townsville,Townsville,QLD
2024-07-21,Pakenham,Pakenham,VIC
2024-07-21,Port Augusta,Port Augusta,SA
2024-07-21,Sunshine Coast,Sunshine Coast,QLD
2024-07-22,Blackall,Blackall,QLD
2024-07-22,Seymour,Seymour,VIC
2024-07-23,Rockhampton,Rockhampton,QLD
2024-07-23,Warrnambool,Warrnambool,VIC
2024-07-24,Ipswich,Ipswich,QLD
2024-07-24,Murray Bridge GH,Murray Bridge GH,SA
2024-07-24,Sandown-Hillside,Sandown,VIC
2024-07-25,Bendigo,Bendigo,VIC
2024-07-25,Gatton,Gatton,QLD
2024-07-26,Bordertown,Bordertown,SA
2024-07-26,Echuca,Echuca,VIC
2024-07-26,Geelong,Geelong,VIC
2024-07-26,Mackay,Mackay,QLD
2024-07-27,Atherton,Atherton,QLD
